Charge,ChargeDensity,pI,InstabilityInd,Aromaticity,AliphaticInd,BomanInd,HydrophRatio,Length,AASI,ABHPRK,argos,bulkiness,charge_phys,charge_acid,cougar,eisenberg,Ez,flexibility,grantham,gravy,hopp-woods,ISAECI,janin,kytedoolittle,levitt_alpha,MSS,MSW,pepArc,pepcats,polarity,PPCALI,refractivity,t_scale,TM_tend,z3,z5
-0.545408715,-0.110757806,-0.192490629,-0.344596844,0.05592718,-0.07116415,-0.434238473,0.045847125,0.998850595,0.318099455,-0.430680196,-0.141834393,-1.090444114,0.020820542,0.423614782,0.883013693,0.603279797,-0.430997727,-0.401743484,-0.898054891,0.36539236,-0.351814684,-0.433993245,0.621144096,0.364611653,-0.49086931,-0.914444016,-0.998813791,-0.394793285,-0.385458516,0.038105953,0.014451277,-1.209431646,-0.721367713,0.52201409,-0.206150614,0.400716931
0.999990359,5.28152618,3.878965906,0.268083725,-1.464986415,3.332349684,-1.234863946,0.631716373,-1.036899256,-1.02564176,-0.826982701,1.862169747,1.309747109,4.48904545,3.844236181,0.123917295,0.608709222,-0.878212659,0.789733566,0.907757589,1.470287808,-0.918860257,1.603785214,0.182269579,1.487327356,-0.429420729,-1.188365531,0.490764734,-1.024649125,-1.56350623,-1.970968151,-0.637473241,-0.114199891,-1.179555324,1.651167892,-3.913145606,-3.4258397
-0.95991257,-0.390632404,-0.826063538,0.061557309,0.14046905,0.709824091,-0.424525909,0.938853308,0.657980853,-0.02323868,0.190410778,1.247329177,0.710497677,-0.311186161,-0.321252951,0.440867662,0.597645908,0.528300177,-0.807350381,0.431314435,0.841078953,-0.489365498,0.604888294,0.633226246,0.842078405,0.566437983,0.667216225,0.195312434,0.090191585,-0.04196505,-0.723215232,0.834970597,0.191842217,0.344437989,0.930383672,-0.797162127,-0.684353872
0.887268864,0.888216121,1.904902613,0.136057239,-0.269026249,1.232241604,0.604486686,0.561145616,-0.260473731,-0.222992372,0.286699899,-0.072522598,1.000943523,0.895446646,0.667638942,-0.636336258,-0.439591535,-0.660100331,0.27175438,0.499063844,0.174992216,0.078441897,0.11535491,-0.173544047,0.194457828,-0.149254388,0.250016909,0.460710226,0.188382241,-0.616282742,0.032421836,0.32618806,0.018153561,0.208011731,0.187535447,-0.496578994,-0.197978092
-1.387875707,-0.257645797,-0.349732232,0.19508118,0.247587578,-0.105448412,0.554820854,0.323861088,1.708995892,-0.219513107,0.977751875,0.12054065,1.017753948,-0.110910201,0.048639393,-1.442718365,-0.759187876,0.086767314,-0.958386235,1.039717218,-0.296090307,0.716543963,0.765294862,-0.724246277,-0.302466757,1.054552048,1.366931929,0.542512824,1.421434917,1.584885819,0.152804836,0.18388806,1.553664202,0.955185642,-0.85839634,0.949543529,0.602643664
-2.560200282,-1.724457078,-1.120160548,0.543696993,-1.989733417,0.049045933,2.600054392,-0.457736639,0.179816353,2.44598032,1.671436488,-0.735084446,0.199492821,-1.793889564,-1.853117788,-0.7188059,-2.57103833,-1.069585544,0.865700488,1.462902467,-1.960713522,3.091271083,-1.674143247,-2.504917269,-1.9500625,3.049271161,0.759485218,0.509302059,2.819319578,1.058876763,2.764164427,1.961964239,0.46722836,2.19927977,-2.578544687,1.368811893,0.619261583
-0.140052967,-0.338951612,-0.68035451,-0.641532353,0.611635328,0.007399817,0.07719669,-0.524721819,-0.407237092,0.186588325,0.817747515,-0.793276054,0.107882653,-0.343968271,-0.225666743,0.498769479,0.071039519,0.618463732,0.722103603,0.231610455,-0.188759879,0.346177787,0.332202747,-0.374481324,-0.174679041,-0.447268665,0.045501828,-0.050948065,0.310507776,0.02283447,0.407925768,0.758734492,-0.272531389,0.189083675,-0.190090952,-0.174663453,-0.156109811
0.094432978,0.020868397,-0.193438064,-0.729971246,0.593413428,0.816149421,0.295643801,0.381227401,-0.307816751,0.658128663,0.954302952,0.997302024,0.740376137,0.048338351,0.088553124,0.119084481,-0.210223355,1.430259289,-0.590500153,1.380773816,0.186432572,0.134015305,0.849961103,-0.133949208,0.17693927,0.61682677,0.658472773,0.541686764,0.591684789,0.726739226,-0.249696818,-0.148037302,1.196886198,1.128107324,0.243390071,-0.341124474,-0.601636569
0.114621902,-0.052836668,-0.095558189,0.10743168,-0.639392375,-0.065792234,-0.459944933,0.509179876,-0.478251622,-1.427722991,-1.017691248,0.540520398,-0.11465272,0.015553783,0.031680749,-0.932957517,0.343152069,-0.219351714,-0.332481158,-0.947453343,0.608902679,-0.533507929,-0.007728511,0.914153081,0.593382037,-0.507730143,-0.129689735,-0.329755016,-0.493836239,-0.176475487,-0.997534763,-1.042631782,0.132877426,-0.978852093,0.346411907,0.216110776,0.045649925
-0.947084191,-1.144559239,-0.97791456,-0.212336764,-0.121289993,0.816711791,0.595165189,0.32537513,-0.312551053,0.894205277,1.011468625,0.912571229,0.723391642,-1.148793104,-0.826144231,0.183128472,-0.320159727,1.609853886,-0.611192468,1.201418555,-0.05726581,0.365474977,0.325974832,-0.014379997,-0.074903166,1.136299709,1.082834723,0.474648606,0.958451564,0.719946125,0.236889355,0.227953471,1.05099318,1.427996721,-0.047094335,0.28195386,-0.04892141
-0.025438761,-0.21262607,-0.351431082,-0.577693046,1.026636089,0.749590877,-0.362775678,0.903568867,-0.44984581,-0.076509914,0.607876691,1.174834947,0.738294572,-0.215322284,0.1680238,0.169278692,0.617560225,0.753088903,-1.541584594,0.654874614,0.560119748,-0.577787031,1.088824118,0.466482344,0.550228364,0.643407492,0.736858155,0.165596144,0.436897777,0.169730658,-0.324994454,0.544244603,0.192068887,0.605568608,0.761034499,-0.132911132,0.655507596
0.272663326,0.17944867,-0.192261938,-0.733892101,0.497905537,1.224869902,-1.22625207,1.878208327,-0.478251622,-0.566313455,-1.300610513,1.504342749,-0.171539786,0.151793732,0.031680749,0.880409197,1.528511189,-1.160392791,-1.475281409,-0.811799416,1.662796656,-1.35862918,0.037385609,1.589805152,1.660311503,0.331276946,-0.86600521,-0.467416883,-0.932569335,-1.593790747,-1.04600466,0.834348191,-1.31991584,-0.977023973,1.901438601,-1.542783553,-0.837045212
0.066357755,-0.176054436,-0.553463509,0.135902465,-0.187919568,0.402616378,-0.829140371,1.662136918,-0.539797548,-0.858144178,-0.6336069,1.01017875,0.34549815,-0.190985039,-0.124287436,-0.425207787,0.82892831,-1.457920017,-2.048478318,-0.729595421,0.957107376,-0.264899911,0.483548299,0.432935317,0.958431464,0.831964425,-0.267493956,-0.710793443,0.278378332,-0.74513607,-0.273677497,1.254189646,-1.280166744,-0.835115306,0.623220808,-0.684358264,-0.204669452
0.556990679,0.597801612,0.734656567,0.266748188,-1.78906904,1.075486858,0.430589843,1.54448824,-0.468783018,-0.782075722,-0.572718896,1.203546834,0.237913672,0.64825084,0.745951348,-1.428442702,-0.40268013,-0.698413702,-0.758593216,-0.252974557,0.898804537,0.339614118,-0.026227609,0.749994365,0.899512423,0.35972869,-0.261706964,-0.358581606,0.498038819,-0.308862081,-0.792323007,-0.355068205,0.384413051,-0.478686968,0.297131986,-0.352800846,-0.276420718
2.336875698,1.12920951,1.487508323,-0.003769469,-0.119864068,-0.068013517,-0.058058132,0.135848836,1.268705808,-0.233825242,-0.252928535,0.050395852,-0.158870323,1.265539028,1.397525016,-0.243429482,0.018192811,0.17691366,-0.193532604,0.117387525,0.128352186,-0.44673401,0.191710522,0.292322916,0.140819638,-0.285938046,0.217163976,0.191972936,-0.283574393,0.38094811,-0.334975709,-0.648394028,0.381250853,-0.025412966,0.333977275,0.109018656,0.704894442
0.16614572,0.162348133,0.009378447,-0.448494916,0.574013686,-0.85752349,-0.200024611,-0.88717709,0.080396011,-0.337656701,0.179390739,-1.048099706,-0.51167729,0.232317465,0.133445541,-0.018283888,0.040878121,0.056265918,0.653305502,-0.36181989,-0.305970084,0.326366982,0.264271925,-0.303344491,-0.29779055,-0.976019362,-0.704917523,-0.486211428,-0.15714056,-0.124243334,0.145471673,0.440907663,-0.173805597,-0.51172816,-0.411768894,0.03429554,0.067822043
-0.04310407,-0.212669898,-0.334181224,-0.314695964,0.632378498,0.286916091,-0.105625958,-0.801729443,-0.411971394,0.450879208,0.830002904,-0.837848535,0.009148494,-0.196946245,0.148215455,0.871284841,0.144222667,0.639373315,0.877016028,0.514090599,-0.255663557,0.21874351,0.41642274,-0.450328452,-0.245887698,-0.268916394,0.124265777,0.157871939,0.39052828,0.656977192,0.286977004,0.036046633,0.033617631,0.311797025,-0.195066516,-0.213331502,-0.410694972
-0.039423797,-0.002830909,-0.263221581,-0.537802324,0.424946803,-1.030851256,-0.027998273,-0.926577949,0.089864615,-0.278105841,0.169502066,-1.0317008,-0.797747363,0.076390484,0.054987682,-0.162458384,-0.113319853,0.095117035,0.631933973,-0.474538161,-0.472371932,0.556626393,0.082222439,-0.390962543,-0.468327573,-0.817559723,-0.896453373,-0.603712639,-0.009574231,-0.138419851,0.381446871,0.403283455,-0.279282649,-0.52398714,-0.62066845,0.279616198,0.394856243
0.888004919,1.125208432,1.112846635,0.942033224,-2.211972653,-0.636158799,0.371507256,-0.514308421,-0.506657434,-1.451335762,-0.304490443,-0.828250768,0.149980177,1.150668803,1.246212802,-1.948483457,-0.831970622,-0.576654514,0.973280046,-0.733045465,-0.485454944,0.839019703,0.088980477,-0.537637949,-0.469848314,-0.72056553,-0.090306179,-0.253204999,0.325763484,-0.097648604,0.067741098,-0.48811269,0.056031528,-0.950794129,-1.182952564,0.564428113,0.690661317
-0.479479259,-1.139974646,-1.118265677,0.262013118,0.827908374,-0.572336063,-0.65111982,0.400704944,-0.587140568,0.322933949,0.281418387,0.84308118,0.021774076,-1.176979965,-1.166461666,0.797948891,0.77615302,0.181186431,-1.287132009,-0.025151225,0.517919784,-0.19477624,0.518373724,0.521423372,0.507744724,0.491485929,-0.1662645,-0.268869575,0.015022237,-0.318117651,-0.365577684,1.996524182,-0.224424759,0.050997884,0.635755468,-0.699887263,-0.650317446
0.394427777,0.365414702,0.549220594,-1.670291515,-1.283054598,0.798457869,-1.285586776,1.40082843,-0.49718883,0.537208278,-0.839913604,0.847093256,0.0840723,0.393139179,0.528124134,1.376039731,1.085448534,-0.034662865,-1.249710702,-0.407052551,1.405979053,-0.388757766,0.64698154,1.003779828,1.420641656,0.221453169,-0.52147956,-1.029408626,-0.381300681,-0.85343103,-0.791083029,0.440759392,-0.448660338,-0.509980992,0.762472091,-1.535816305,-1.787948312
0.692109261,0.591670764,0.928586788,-0.567049091,0.460574384,-0.716170065,-0.31326323,-0.488416874,0.075661709,-0.466654409,-0.003501255,-0.867871689,-0.567941979,0.650473517,0.526730896,-0.099742885,0.127393258,-0.240084917,0.43265531,-0.416558966,-0.066076381,0.291674273,0.341698762,-0.19191827,-0.050811709,-0.830976735,-0.844879539,-0.556754008,-0.150831796,-0.252834075,0.026133095,0.596011513,-0.271621422,-0.649252056,-0.257346255,-0.170653499,0.090160997
-0.986410533,-0.843492581,-1.218628487,0.52833332,0.435190343,2.020943503,-1.209044961,1.312474691,-0.014290028,-1.288317562,-0.050410054,2.39750436,1.448522095,-0.795157956,-1.035834776,0.335062517,1.378327811,1.85306084,-0.688065206,0.316599063,1.644790109,-1.120567514,1.493753328,1.297165391,1.617550225,0.073732929,0.705883168,-0.035638457,-0.326527874,-0.717783139,-1.754472728,-0.028343618,0.286342812,-0.057219627,1.628165257,-1.389113727,-1.703209062
0.110836479,0.042208307,0.016565888,-0.367551753,1.481480764,-0.32773327,0.688221522,-0.290673743,-0.303082449,0.284723549,0.987926563,-0.175382121,0.372602555,0.098645178,0.54071975,-0.754111074,-0.560969555,0.127117729,-0.938944373,1.08020046,-0.577771474,-0.041886595,0.447905253,-0.473461377,-0.586465371,0.329974128,1.109756122,0.716525393,0.869771949,1.906067414,0.195286995,-0.732281568,1.2217547,0.971567516,-0.236382328,1.072772496,1.269682596
1.271594483,1.503142896,1.913266181,-0.539586464,0.254509296,1.115039159,-0.440817197,-0.101941635,-0.421439998,0.160287321,0.280133325,0.585784988,0.988682519,1.556713873,1.683949995,0.461042366,0.412804888,0.145997526,-0.55258721,0.920539595,0.613588682,-1.211117778,0.780828227,0.577642837,0.617767337,-0.432780165,1.237389097,0.283019735,-0.324304548,0.892239935,-1.102525051,-0.422717259,0.877011176,0.424022485,1.159183514,-0.728539631,-0.232394837
