Charge,ChargeDensity,pI,InstabilityInd,Aromaticity,AliphaticInd,BomanInd,HydrophRatio,Length,AASI,ABHPRK,argos,bulkiness,charge_phys,charge_acid,cougar,eisenberg,Ez,flexibility,grantham,gravy,hopp-woods,ISAECI,janin,kytedoolittle,levitt_alpha,MSS,MSW,pepArc,pepcats,polarity,PPCALI,refractivity,t_scale,TM_tend,z3,z5
-1.160216521,-0.71047012,-1.160841954,0.900441691,0.052381129,0.718244001,0.437778497,0.268884845,0.642763803,0.208904695,0.643323502,0.603402164,0.661807418,-0.68661352,-0.823669672,-0.166372568,-0.315370737,0.396183143,0.018979276,0.798318266,0.042037866,0.222302352,0.161119187,-0.088814863,0.034671485,0.680612326,0.464289389,0.491765813,0.608362806,0.142356707,-0.195488182,0.320524799,0.719310582,0.760964132,0.030514342,-0.198964028,-0.487230253
-0.416061956,-0.267009118,-0.537551314,0.740197821,-0.039681848,-0.87385012,-0.26741437,-0.545546132,0.839466742,-0.346086172,-1.070266754,-0.117894163,-1.258311428,-0.186862166,-0.22474832,0.10097344,0.115985829,-0.311576334,0.546695133,-1.169092302,-0.269329045,-0.279599176,-0.794501473,0.226874373,-0.288149176,-0.63595201,-1.199288531,-0.142075906,-1.107412756,-0.591196257,-0.106271073,-1.223222049,-0.714877892,-1.032620487,-0.068897138,0.222051886,0.200378068
0.661742434,1.64313797,2.068080891,1.844787447,-1.291648878,-0.025685852,0.544101008,-0.793298526,-0.752407556,-0.334047182,-0.326057783,0.661324091,-0.929976864,1.544250768,1.762056551,-0.764202104,-0.71033103,0.041770913,0.910306212,-0.353083957,-0.412298948,0.248387958,-0.59990098,-0.256223738,-0.435429943,-0.335069317,-1.194850873,0.353133956,-0.429799572,-0.359688733,-0.148224358,-1.53878758,-0.440753396,-0.938195647,-0.092801621,-0.462480101,0.027325475
0.889553724,2.7372581,2.030612359,0.21495219,-1.73928628,-0.024709327,0.069804885,-0.301130266,-0.768630479,-1.140753433,-1.446731458,0.545547627,-1.831406301,2.480423761,2.230102225,-1.488050834,-0.755550843,-0.61851282,0.834002997,-1.209399755,-0.494557008,0.8613202,-0.558737951,-0.793287033,-0.516005882,-0.145854646,-2.813124255,-0.906984365,-0.605852563,-1.310019996,0.284842363,-2.273614682,-1.281229807,-1.844729603,-0.715909729,-0.154577681,0.545540786
-1.482127979,-0.630837293,-0.726399123,-0.339612992,-0.770439808,0.9597125,-0.302434184,0.885262455,1.346433079,0.660829072,-0.522049554,0.94314673,0.099602633,-0.475301483,-0.095633214,0.683078916,0.517709093,0.134542577,-0.991191161,-0.156003329,0.548054619,-0.324624182,-0.247250881,0.808308089,0.531008392,1.172391796,0.153499629,-0.462130271,0.094621662,-0.333400893,0.032230562,-0.335931077,-0.421563064,0.228459913,0.51342388,-0.040338624,-0.011836635
0.267275302,0.195272364,0.527323595,1.153099899,-0.361958197,-0.095465449,0.232062239,-0.008954572,-0.713878115,-1.14846804,-0.495208071,1.159985974,-0.634207722,0.095245653,-0.236665795,-0.969580794,-0.171130951,0.9902948,0.309483707,-0.745146396,0.023978346,0.011033231,-0.358033222,0.194633123,-0.003337464,-0.357086771,-0.73266422,-0.483657896,-0.510966292,-0.896921847,-0.279210609,-0.672206839,-0.689948063,-0.807600312,0.234518115,-0.049341944,0.36564999
0.730240401,1.692582235,1.640939621,0.186053716,-0.04802467,-0.275633459,0.461290995,-0.340550796,-0.726045307,-0.76332827,-0.101614178,-0.249159872,0.030677942,1.685158548,1.966580714,-1.161418614,-0.50360787,0.188849675,0.039604482,0.155396293,-0.243301685,-0.39099468,0.170777974,0.020476634,-0.240781975,-1.147867687,0.254873342,0.765110129,-0.346609699,0.648683469,-0.375451195,-1.978527296,0.747467457,-0.309467822,0.035545459,0.28059402,0.633143733
-0.010581047,-0.158883861,-0.370384015,0.560219175,0.714268607,-0.062433912,0.755183557,-1.307724933,-0.091323453,0.803111262,1.486134068,-0.934037895,0.692089841,-0.136214498,0.061434768,-0.006261606,-0.727424629,0.569893299,0.550836867,1.34667868,-1.087233251,0.209501274,0.079390433,-1.041629041,-1.091339788,0.17223812,1.251429138,1.310962288,0.672327487,1.307705135,0.686400763,-0.198568469,1.030960266,1.40228505,-0.664877338,0.695965501,0.486138689
0.602326003,0.521028054,1.121440018,0.414020466,-0.160775444,-0.435842108,0.407031499,-0.505709224,-0.200828182,0.241057089,-0.339477535,0.067035938,-0.620687232,0.572221656,0.972468538,-0.352495367,-0.435939713,-0.864119981,-0.166922094,-0.140697271,-0.56965523,-0.224761,-0.59353624,-0.062122106,-0.590271701,0.182370327,-0.534619397,0.725620103,-0.324261169,0.057612989,0.130100736,-1.038378963,-0.034595157,-0.241037998,-0.123219553,0.293112881,0.717158163
0.503153701,0.363548343,0.817336442,-0.041413206,0.222097398,-0.395577733,0.221328774,-0.34281538,-0.071044799,-0.159849536,-0.803599548,0.013145158,-1.045913816,0.405898949,0.650767353,-0.382734731,-0.229920527,-1.465401147,-0.056414992,-0.561766985,-0.390534716,-0.274743403,-0.63150382,0.207014243,-0.410022747,-0.296143843,-1.504047734,0.47845958,-0.663768529,-0.471284265,-0.124369873,-1.106107154,-0.327900297,-0.821468251,0.103131843,0.070464782,0.481607156
0.32635359,0.209014456,0.39858556,-0.913984472,1.20787557,-0.637176661,0.562871452,-0.845042436,-0.322500102,0.781043296,0.773599227,-0.56471823,0.031404753,0.244186936,0.293752252,-0.162823275,-0.612885758,-0.154700215,-0.239208918,0.977660641,-0.820836064,-0.141206176,-0.119964798,-0.607249778,-0.827809214,0.103725433,0.74154583,1.005561092,0.186111915,1.504459871,0.249033097,-0.742852062,1.190300688,1.063954264,-0.309091538,0.837090757,0.771930171
-0.051254734,-0.180388471,-0.340729433,-0.402235423,0.53338896,-0.560921385,0.598436675,-0.856342311,-0.01426457,1.358051692,0.571983322,-0.312348348,0.013397353,-0.135992172,0.092085533,0.314761745,-0.592279926,0.187655579,-0.258282351,0.991343279,-0.932589969,-0.155404366,-0.398486078,-0.578290271,-0.947874509,0.65228785,0.680152873,1.372641621,0.028199263,1.154964859,0.485508307,-0.885583894,0.925209569,1.18548674,-0.331778297,0.584700214,0.317285754
-0.303653799,-0.420311626,-0.941699075,-0.627015725,0.545735455,-0.407998315,0.402509278,-0.764003587,-0.0183203,1.411598418,0.560653042,-0.472531423,0.253349668,-0.407683105,-0.526460274,0.648766895,-0.41445761,0.086573278,-0.043413119,0.875521138,-0.714098183,-0.164094175,-0.480200414,-0.581193178,-0.718474729,0.533478134,1.031942715,0.819101518,-0.013148107,1.015766996,0.464396041,-0.155487351,0.69845468,1.251066977,-0.277622463,0.458350843,0.03155368
0.723574167,0.545519576,1.120927628,0.448323099,-0.419676326,0.133070404,0.497776469,-0.323622696,-0.004125243,0.853959863,-0.277013576,0.460714458,-0.045689361,0.593611891,0.664166246,-0.093896704,-0.607143038,-0.87061451,-0.228075705,0.462744764,-0.528576224,-0.316910449,-0.794337985,-0.342108249,-0.551620746,0.922060059,0.169801084,1.14278136,-0.299193506,0.442622127,0.110970777,-1.419853295,0.2838036,0.411059685,-0.028398639,0.07802252,0.037146577
-0.16404934,-0.315510543,-0.580720187,-0.308002542,0.000330302,1.133565004,-1.104017696,1.155397362,-0.040626819,-0.200427051,-0.580067732,1.550655157,0.755045556,-0.27624133,-0.147024787,0.657712742,1.056698365,0.174760883,-1.44477968,-0.030757715,1.055367307,-1.077260107,0.70934085,0.939169618,1.035651024,0.592159374,0.100572076,-0.111011944,-0.560952764,-0.778131288,-0.940235538,-0.035651561,-0.363466792,-0.267947644,1.075091608,-1.100390662,-1.018972047
-2.629444763,-0.658744126,-0.773923313,-0.297476458,-1.01296989,0.412668074,0.185576879,-0.059514481,2.790273207,0.672444263,0.339860213,0.310589596,0.365893032,0.270106124,0.796439799,0.425842771,0.41064749,0.37712216,0.855526802,-0.100432683,0.427517372,0.635712408,0.1802727,0.455064444,0.421258952,0.359973762,0.204856057,-0.228842167,0.437599976,-0.105866433,0.676494101,0.651354167,-0.333647152,0.252128947,0.277749607,0.400685162,0.099235563
-10.05857575,-1.185734454,-1.218229655,0.976746433,-1.238447171,-0.612485823,0.877496798,-1.130635052,7.00012167,1.277511908,1.222050209,0.604404688,0.353216997,0.598826249,1.130690482,0.576993312,0.410490393,0.506936028,2.310726037,0.145861817,0.500586411,2.267975324,0.121268615,0.476948167,0.496616493,0.383231013,1.07681538,-0.14595123,1.491940717,0.728426586,2.216316158,2.292486267,-0.094742924,0.743253638,0.44345609,1.660645362,1.442193713
-2.873486883,-0.262460113,-0.531434656,0.451454379,-0.922983041,-0.661171502,0.727993968,-1.049715055,7.851825116,1.196205569,1.607374575,0.426397311,0.244190608,0.691423467,0.847352155,0.615128846,0.376793087,0.52940966,1.949736722,0.199653316,0.363248619,1.940130949,0.046422305,0.457314898,0.353677667,0.650425103,0.797680607,-0.076953149,1.796810329,1.259340326,2.043224606,1.545586884,-0.276629367,0.843215423,0.370091806,1.642541763,1.444763668
-3.455816209,-0.648744077,-0.916495883,0.298015959,-1.263621724,-0.275750555,-0.048556459,-0.41522029,4.130692202,1.100649665,0.055936995,0.285530739,-0.213551629,0.638180066,0.670265701,1.347224365,0.449764642,-0.088697053,1.151393926,-0.387752783,0.307513476,0.967036264,-0.803546042,0.590246876,0.288661746,0.74979699,0.219077439,-0.680406631,0.488411578,-0.080584827,1.194817436,0.196788567,-0.846592833,0.074803625,0.07761116,0.639007308,1.038857049
0.334565617,0.184150322,0.405502828,-0.487858718,0.907606891,1.76919918,-2.015961597,2.143663709,-0.026431762,-0.865638372,-0.472173381,1.989938263,1.428206579,0.223299365,0.281971265,1.059610859,1.995129083,0.853399328,-2.03406437,0.447433074,2.211763915,-1.74698045,2.070176527,1.761174959,2.219546556,-0.01215083,0.431104466,-0.151195447,-0.716505014,-0.602043659,-2.089665015,0.574229252,0.290762209,-0.311874924,2.100136742,-2.092959195,-1.920401451
0.01825766,-0.026646571,-0.157870184,0.368135929,-0.196115238,-0.527995551,0.736876696,-0.682097329,0.877996184,-0.573280343,0.290132572,-0.551927581,-0.388156174,0.028933799,0.036973949,-1.115079202,-0.750023982,-0.21719176,0.59118624,-0.287048365,-0.747775367,0.642827992,-0.42507789,-0.685019486,-0.752852607,-0.266039156,-0.173936256,-0.110683597,0.477550458,0.197333162,0.540912215,-0.169529868,-0.224512977,-0.24430717,-0.729961206,0.725130753,0.892241135
0.260609068,0.12507542,0.287781182,-0.963277171,-0.761995088,0.780185761,0.430756824,0.222211255,-0.377252467,0.776232871,0.918387149,-0.044683658,0.719863034,0.139403252,0.237417,-0.352900866,-0.711211221,-0.245902514,-0.429442512,1.138360341,-0.443423337,0.986486691,0.420684045,-1.094039115,-0.4393965,1.60641889,0.3872533,0.197430408,1.442084818,0.567094533,0.684608963,0.555847269,0.588243657,1.066916014,-0.854148471,0.100142272,-0.125537671
-0.29119084,-0.619146623,-0.696488346,-0.344826691,-1.515663911,0.362317779,0.638140643,0.050697965,-0.294109988,1.012837227,0.142691316,-0.091933205,-0.285309633,-0.584103214,-0.186390021,-0.058405131,-0.692836725,-0.723404998,-0.191093588,0.052214117,-0.595301017,0.989115929,-0.560089885,-0.608305155,-0.602026981,1.375158599,-0.53052164,-0.363191583,1.002173326,-0.280028615,0.948211297,0.309277423,-0.435051996,0.365120184,-0.864944412,0.297995663,0.279134729
1.430194937,0.884466864,1.459137177,-0.120054917,-1.662206315,-0.422139297,1.183704957,-0.561132249,0.450116595,0.554923937,-0.279426031,-0.825576076,-0.649273626,0.944642459,1.185223126,-1.091317952,-1.364560249,-1.954340675,0.225798333,-0.317703211,-1.077366696,0.910569555,-1.39469901,-1.117344799,-1.07754838,0.820508465,-0.177470196,-0.021920905,0.68964859,0.506664819,1.157387218,-0.662018004,-0.541013028,-0.163752169,-1.152646856,0.815787743,0.963970257
0.160712175,0.041790268,0.022234967,-0.000823864,-1.272619758,-0.288515671,0.129480322,-0.543808661,0.742129205,-0.389932405,-0.826660471,-0.115009316,-1.235114908,0.09974479,0.346483152,-0.266079959,-0.145025333,-0.335192169,0.502850102,-1.461895191,-0.309884599,0.24505895,-0.962646287,0.028702477,-0.325579163,-0.610583133,-1.258599473,-1.203267651,-0.451675986,-1.012772719,0.433016855,-0.557854327,-1.683437879,-1.312572656,-0.265356031,0.12424669,0.585152957
-0.262931806,-0.453981236,-0.600319112,-0.79892061,-0.724529314,0.063725252,-0.025139214,0.211336626,-0.129852894,0.985589293,0.128320401,-0.340685171,0.214114623,-0.388305239,-0.241980514,0.400839766,-0.220762031,-0.222918467,-0.452299155,0.398662788,-0.17073697,0.370826551,-0.061451286,-0.327060015,-0.164795454,1.019165315,0.426437974,0.009459152,0.517533193,0.514918353,0.356057267,0.206226617,0.533683253,0.736601299,-0.555856656,0.269523489,-0.224881884
0.565371882,0.303439648,0.682257578,1.271513151,-0.610846715,-0.771070319,1.433449333,-0.720747149,0.44808873,-0.209362211,0.113593182,-0.496945372,-0.792964288,0.35271025,0.373255614,-1.575698628,-1.419998193,-1.036873406,0.769352346,-0.232146049,-1.174101565,1.05977235,-1.104401414,-1.050829913,-1.185152391,0.430320681,-0.602354071,0.468458924,0.676435503,0.15642153,0.919755226,-0.43292633,-0.207595148,-0.229285725,-1.097090843,0.854261843,1.042767555
0.509723323,0.202779424,0.437463166,0.683038176,-1.083445923,-0.625840841,1.076761732,-0.989516534,1.255179138,0.248908887,0.350000328,-0.757275674,-0.25682499,0.281680776,0.030540885,-0.552470478,-0.933238772,-0.142320401,1.207522536,-0.150652736,-0.734387015,1.027347257,-1.019768894,-0.907236123,-0.728905567,0.089872516,0.550797493,-0.488051172,0.577331881,0.458756115,1.045630862,0.488977039,-0.323139346,0.143104275,-0.883469458,0.660735818,0.566048025
-0.405579545,-0.738491004,-1.044945698,-0.071260324,1.328096966,0.093974208,-0.206636591,0.370001529,-0.292082122,0.622419035,1.092644364,-0.191614133,1.012908765,-0.729668101,-0.658998705,0.564447426,0.279738256,0.620520638,-0.891815971,1.12229821,0.285646839,-0.261083237,0.951957789,0.048443838,0.30125383,0.160429067,1.349811289,0.279526776,0.640811197,1.173527601,-0.323312292,0.789632642,1.227391036,1.210277499,0.187194687,0.000972691,-0.399900233
-0.829320139,-1.074508237,-1.18505239,-0.106226158,0.839920225,0.102274553,-0.397211777,0.132222444,-0.146075817,0.443646477,0.419482362,0.09820256,0.684698058,-1.044416186,-0.812506164,0.697131961,0.486958896,0.047658653,-0.824934858,0.534150186,0.255069587,-0.551235944,0.547685946,0.463239163,0.250551401,0.21910333,0.677080526,0.376965586,0.102425296,0.35184937,-0.442519512,0.799243761,0.714358998,0.5858942,0.360874106,-0.210658073,-0.473992305
-0.935738347,-0.960059963,-1.100411936,-0.447168619,0.655234395,0.160312337,-0.258439653,0.175924963,0.052654987,0.74925332,0.832543765,-0.160740565,0.520973236,-0.914122501,-0.694242119,0.791189507,0.297880249,0.588406824,-0.596898212,0.604290195,0.199753042,-0.076079052,0.496396132,0.032388767,0.205416226,0.350723218,0.905364763,-0.171130774,0.569772334,0.776942512,-0.03639558,0.718295458,0.52090553,0.857348733,0.016724994,0.037017342,-0.285191571
-0.353795469,-0.347975281,-0.601119722,-0.092074177,0.95805916,0.057862798,-0.090598852,0.014233975,0.267608714,-0.481167985,0.540433916,0.080443616,0.799981476,-0.303913037,-0.18560814,-0.287722643,0.179324259,0.48615732,-0.470849959,0.620076101,0.002860154,-0.495992083,0.733246422,0.148879077,0.000392029,-0.149773097,0.81566684,0.838346249,0.112050766,0.432601358,-0.383084323,0.155945565,0.798339386,0.474320268,0.25744622,0.115073297,0.183207827
-0.374422149,-0.69048513,-1.005331532,0.180296028,0.123356507,0.099501713,0.213787811,-0.020771456,-0.263692007,0.751874605,0.096497455,0.044995546,-0.381993029,-0.673613866,-0.623941143,0.550457613,-0.115836916,-0.440799528,0.139787685,0.179823431,-0.06752092,0.198586573,-0.321640571,0.138009129,-0.071424382,0.345702268,-0.766425113,0.295512168,0.018404259,-0.347446233,-0.027198505,0.617394099,0.147090128,0.195097935,0.044325512,-0.365155743,-0.537890387
-1.371410533,-1.00992861,-0.98714168,0.211016268,0.489333788,-0.048855429,-0.100851404,0.260327458,0.379141308,-0.040035354,0.436572289,-0.00808467,0.606751402,-0.936695226,-0.518747008,-0.010333035,0.229353926,0.085678823,-0.852980553,0.345110421,0.140659505,-0.374735852,0.520947329,0.486353241,0.139067622,0.109072275,0.837822557,0.319595556,0.406393434,0.578928997,-0.368366467,0.400057619,0.83979143,0.525246562,0.149091668,0.373121842,0.34689545
0.083325897,-0.092618903,-0.208276569,0.042302195,1.089212833,-0.19276094,-0.13195629,0.202431988,-0.225162566,0.36349318,1.065624781,-0.302233465,0.944291514,-0.054136902,0.097049444,0.147561167,0.089002157,0.276425839,-0.833084207,1.064049989,0.086623735,-0.202235961,0.990962942,-0.176458274,0.106079433,0.092357078,1.286262553,0.511962363,0.64232946,1.282782494,-0.270622819,0.67362468,1.170609301,0.99999652,0.038097169,0.091905248,-0.025647848
0.228582163,0.080704481,0.159299342,-0.728632506,1.790837954,1.402564651,-1.155950668,1.372092053,0.314249617,-0.365310116,0.693227855,1.703815908,1.858158857,0.110375923,-0.080741859,0.474340782,1.051574678,1.13041153,-1.575257542,1.711412902,1.151557041,-1.161737963,2.081105188,0.537047273,1.147448626,0.86934277,1.059996417,1.360371236,-0.014700274,0.358395797,-1.437358622,0.39407954,1.424775293,0.981346673,1.293823847,-1.320303454,-1.438405378
